Division,Season,Crop,Variety,pH,Soil Type
Karkala,Rabi,Green gram,Pusa Vishal,4.72–5.98,Lateritic & Red Loamy
Karkala,Rabi,Green gram,Pusa Vishal,4.72–5.98,Lateritic & Red Loamy
Karkala,Rabi,Green gram,Pusa Vishal,4.72–5.98,Lateritic & Red Loamy
Karkala,Rabi,Green gram,Pusa Vishal,4.72–5.98,Lateritic & Red Loamy
Karkala,Rabi,Green gram,Pusa Vishal,4.72–5.98,Lateritic & Red Loamy
Karkala,Rabi,Green gram,Pusa Vishal,4.72–5.98,Lateritic & Red Loamy
Karkala,Rabi,Green gram,Pusa Vishal,4.72–5.98,Lateritic & Red Loamy
Hebri,Rabi,Green gram,Pusa Vishal,4.65–6.64,Red Loamy (Forest Brown)
Karkala,Rabi,Green gram,Pusa Vishal,4.72–5.98,Lateritic & Red Loamy
Karkala,Rabi,Green gram,Pusa Vishal,4.72–5.98,Lateritic & Red Loamy
Karkala,Rabi,Green gram,Pusa Vishal,4.72–5.98,Lateritic & Red Loamy
Karkala,Rabi,Green gram,Pusa Vishal,4.72–5.98,Lateritic & Red Loamy
Karkala,Rabi,Green gram,Pusa Vishal,4.72–5.98,Lateritic & Red Loamy
Hebri,Rabi,Green gram,Pusa Vishal,4.65–6.64,Red Loamy (Forest Brown)
Karkala,Rabi,Green gram,Pusa Vishal,4.72–5.98,Lateritic & Red Loamy
Karkala,Rabi,Green gram,Pusa Vishal,4.72–5.98,Lateritic & Red Loamy
Karkala,Rabi,Cowpea,GP-1,4.72–5.98,Lateritic & Red Loamy
Karkala,Rabi,Cowpea,GP-1,4.72–5.98,Lateritic & Red Loamy
Hebri,Rabi,Cowpea,GP-1,4.65–6.64,Red Loamy (Forest Brown)
Karkala,Rabi,Cowpea,GP-1,4.72–5.98,Lateritic & Red Loamy
Hebri,Rabi,Cowpea,GP-1,4.65–6.64,Red Loamy (Forest Brown)
Karkala,Rabi,Cowpea,GP-1,4.72–5.98,Lateritic & Red Loamy
Hebri,Rabi,Cowpea,GP-1,4.65–6.64,Red Loamy (Forest Brown)
Karkala,Rabi,Cowpea,GP-1,4.72–5.98,Lateritic & Red Loamy
Hebri,Rabi,Cowpea,GP-1,4.65–6.64,Red Loamy (Forest Brown)
Karkala,Rabi,Cowpea,GP-1,4.72–5.98,Lateritic & Red Loamy
Karkala,Rabi,Cowpea,GP-1,4.72–5.98,Lateritic & Red Loamy
Karkala,Rabi,Cowpea,GP-1,4.72–5.98,Lateritic & Red Loamy
Karkala,Rabi,Cowpea,GP-1,4.72–5.98,Lateritic & Red Loamy
Karkala,Rabi,Cowpea,GP-1,4.72–5.98,Lateritic & Red Loamy
Karkala,Rabi,Cowpea,GP-1,4.72–5.98,Lateritic & Red Loamy
Karkala,Rabi,Cowpea,GP-1,4.72–5.98,Lateritic & Red Loamy
Karkala,Rabi,Cowpea,GP-1,4.72–5.98,Lateritic & Red Loamy
Karkala,Rabi,Cowpea,GP-1,4.72–5.98,Lateritic & Red Loamy
Hebri,Rabi,Cowpea,GP-1,4.65–6.64,Red Loamy (Forest Brown)
Karkala,Rabi,Cowpea,GP-1,4.72–5.98,Lateritic & Red Loamy
Karkala,Rabi,Cowpea,GP-1,4.72–5.98,Lateritic & Red Loamy
Karkala,Rabi,Cowpea,GP-1,4.72–5.98,Lateritic & Red Loamy
Karkala,Rabi,Cowpea,GP-1,4.72–5.98,Lateritic & Red Loamy
Karkala,Rabi,Cowpea,GP-1,4.72–5.98,Lateritic & Red Loamy
Hebri,Rabi,Cowpea,GP-1,4.65–6.64,Red Loamy (Forest Brown)
Karkala,Rabi,Cowpea,GP-1,4.72–5.98,Lateritic & Red Loamy
Karkala,Rabi,Cowpea,GP-1,4.72–5.98,Lateritic & Red Loamy
Karkala,Rabi,Sesame,DS-1,4.72–5.98,Lateritic & Red Loamy
Karkala,Rabi,Sesame,DS-1,4.72–5.98,Lateritic & Red Loamy
Hebri,Rabi,Sesame,DS-1,4.65–6.64,Red Loamy (Forest Brown)
Karkala,Rabi,Sesame,DS-1,4.72–5.98,Lateritic & Red Loamy
Hebri,Rabi,Sesame,DS-1,4.65–6.64,Red Loamy (Forest Brown)
Karkala,Rabi,Sesame,DS-1,4.72–5.98,Lateritic & Red Loamy
Hebri,Rabi,Sesame,DS-1,4.65–6.64,Red Loamy (Forest Brown)
Karkala,Rabi,Sesame,DS-1,4.72–5.98,Lateritic & Red Loamy
Hebri,Rabi,Sesame,DS-1,4.65–6.64,Red Loamy (Forest Brown)
Karkala,Rabi,Sesame,DS-1,4.72–5.98,Lateritic & Red Loamy
Karkala,Rabi,Sesame,DS-1,4.72–5.98,Lateritic & Red Loamy
Karkala,Rabi,Sesame,DS-1,4.72–5.98,Lateritic & Red Loamy
Karkala,Rabi,Sesame,DS-1,4.72–5.98,Lateritic & Red Loamy
Karkala,Rabi,Sesame,DS-1,4.72–5.98,Lateritic & Red Loamy
Karkala,Rabi,Sesame,DS-1,4.72–5.98,Lateritic & Red Loamy
Karkala,Rabi,Sesame,DS-1,4.72–5.98,Lateritic & Red Loamy
Karkala,Rabi,Sesame,DS-1,4.72–5.98,Lateritic & Red Loamy
Karkala,Rabi,Sesame,DS-1,4.72–5.98,Lateritic & Red Loamy
Hebri,Rabi,Sesame,DS-1,4.65–6.64,Red Loamy (Forest Brown)
Karkala,Rabi,Sesame,DS-1,4.72–5.98,Lateritic & Red Loamy
Karkala,Rabi,Sesame,DS-1,4.72–5.98,Lateritic & Red Loamy
Karkala,Rabi,Sesame,DS-1,4.72–5.98,Lateritic & Red Loamy
Karkala,Rabi,Sesame,DS-1,4.72–5.98,Lateritic & Red Loamy
Karkala,Rabi,Sesame,DS-1,4.72–5.98,Lateritic & Red Loamy
Hebri,Rabi,Sesame,DS-1,4.65–6.64,Red Loamy (Forest Brown)
Karkala,Rabi,Sesame,DS-1,4.72–5.98,Lateritic & Red Loamy
Karkala,Rabi,Sesame,DS-1,4.72–5.98,Lateritic & Red Loamy
Karkala,Summer,Paddy,,4.72–5.98,Lateritic & Red Loamy
Karkala,Summer,Paddy,,4.72–5.98,Lateritic & Red Loamy
Hebri,Summer,Paddy,,4.65–6.64,Red Loamy (Forest Brown)
Karkala,Summer,Paddy,,4.72–5.98,Lateritic & Red Loamy
Hebri,Summer,Paddy,,4.65–6.64,Red Loamy (Forest Brown)
Karkala,Summer,Paddy,,4.72–5.98,Lateritic & Red Loamy
Hebri,Summer,Paddy,,4.65–6.64,Red Loamy (Forest Brown)
Karkala,Summer,Paddy,,4.72–5.98,Lateritic & Red Loamy
Hebri,Summer,Paddy,,4.65–6.64,Red Loamy (Forest Brown)
Karkala,Summer,Paddy,,4.72–5.98,Lateritic & Red Loamy
Karkala,Summer,Paddy,,4.72–5.98,Lateritic & Red Loamy
Karkala,Summer,Paddy,,4.72–5.98,Lateritic & Red Loamy
Karkala,Summer,Paddy,,4.72–5.98,Lateritic & Red Loamy
Karkala,Summer,Paddy,,4.72–5.98,Lateritic & Red Loamy
Karkala,Summer,Paddy,,4.72–5.98,Lateritic & Red Loamy
Karkala,Summer,Paddy,,4.72–5.98,Lateritic & Red Loamy
Karkala,Summer,Paddy,,4.72–5.98,Lateritic & Red Loamy
Karkala,Summer,Paddy,,4.72–5.98,Lateritic & Red Loamy
Hebri,Summer,Paddy,,4.65–6.64,Red Loamy (Forest Brown)
Karkala,Summer,Paddy,,4.72–5.98,Lateritic & Red Loamy
Karkala,Summer,Paddy,,4.72–5.98,Lateritic & Red Loamy
Karkala,Summer,Paddy,,4.72–5.98,Lateritic & Red Loamy
Karkala,Summer,Paddy,,4.72–5.98,Lateritic & Red Loamy
Karkala,Summer,Paddy,,4.72–5.98,Lateritic & Red Loamy
Hebri,Summer,Paddy,,4.65–6.64,Red Loamy (Forest Brown)
Karkala,Summer,Paddy,,4.72–5.98,Lateritic & Red Loamy
Karkala,Summer,Paddy,,4.72–5.98,Lateritic & Red Loamy
Karkala,Summer,Paddy,,4.72–5.98,Lateritic & Red Loamy
Karkala,Summer,Paddy,,4.72–5.98,Lateritic & Red Loamy
Hebri,Summer,Paddy,,4.65–6.64,Red Loamy (Forest Brown)
Karkala,Summer,Paddy,,4.72–5.98,Lateritic & Red Loamy
Hebri,Summer,Paddy,,4.65–6.64,Red Loamy (Forest Brown)
Karkala,Summer,Paddy,,4.72–5.98,Lateritic & Red Loamy
Hebri,Summer,Paddy,,4.65–6.64,Red Loamy (Forest Brown)
Karkala,Summer,Paddy,,4.72–5.98,Lateritic & Red Loamy
Hebri,Summer,Paddy,,4.65–6.64,Red Loamy (Forest Brown)
Karkala,Summer,Paddy,,4.72–5.98,Lateritic & Red Loamy
Karkala,Summer,Paddy,,4.72–5.98,Lateritic & Red Loamy
Karkala,Summer,Paddy,,4.72–5.98,Lateritic & Red Loamy
Karkala,Summer,Paddy,,4.72–5.98,Lateritic & Red Loamy
Karkala,Summer,Paddy,,4.72–5.98,Lateritic & Red Loamy
Karkala,Summer,Paddy,,4.72–5.98,Lateritic & Red Loamy
Karkala,Summer,Paddy,,4.72–5.98,Lateritic & Red Loamy
Karkala,Summer,Paddy,,4.72–5.98,Lateritic & Red Loamy
Karkala,Summer,Paddy,,4.72–5.98,Lateritic & Red Loamy
Hebri,Summer,Paddy,,4.65–6.64,Red Loamy (Forest Brown)
Karkala,Summer,Paddy,,4.72–5.98,Lateritic & Red Loamy
Karkala,Summer,Paddy,,4.72–5.98,Lateritic & Red Loamy
Karkala,Summer,Paddy,,4.72–5.98,Lateritic & Red Loamy
Karkala,Summer,Paddy,,4.72–5.98,Lateritic & Red Loamy
Karkala,Summer,Paddy,,4.72–5.98,Lateritic & Red Loamy
Hebri,Summer,Paddy,,4.65–6.64,Red Loamy (Forest Brown)
Karkala,Summer,Paddy,,4.72–5.98,Lateritic & Red Loamy
Karkala,Summer,Paddy,,4.72–5.98,Lateritic & Red Loamy
Karkala,Summer,Paddy,Shakti,4.72–5.98,Lateritic & Red Loamy
Karkala,Summer,Paddy,Shakti,4.72–5.98,Lateritic & Red Loamy
Hebri,Summer,Paddy,Shakti,4.65–6.64,Red Loamy (Forest Brown)
Karkala,Summer,Paddy,Shakti,4.72–5.98,Lateritic & Red Loamy
Hebri,Summer,Paddy,Shakti,4.65–6.64,Red Loamy (Forest Brown)
Karkala,Summer,Paddy,Shakti,4.72–5.98,Lateritic & Red Loamy
Hebri,Summer,Paddy,Shakti,4.65–6.64,Red Loamy (Forest Brown)
Karkala,Summer,Paddy,Shakti,4.72–5.98,Lateritic & Red Loamy
Hebri,Summer,Paddy,Shakti,4.65–6.64,Red Loamy (Forest Brown)
Karkala,Summer,Paddy,Shakti,4.72–5.98,Lateritic & Red Loamy
Karkala,Summer,Paddy,Shakti,4.72–5.98,Lateritic & Red Loamy
Karkala,Summer,Paddy,Shakti,4.72–5.98,Lateritic & Red Loamy
Karkala,Summer,Paddy,Shakti,4.72–5.98,Lateritic & Red Loamy
Karkala,Summer,Paddy,Shakti,4.72–5.98,Lateritic & Red Loamy
Karkala,Summer,Paddy,Shakti,4.72–5.98,Lateritic & Red Loamy
Karkala,Summer,Paddy,Shakti,4.72–5.98,Lateritic & Red Loamy
Karkala,Summer,Paddy,Shakti,4.72–5.98,Lateritic & Red Loamy
Karkala,Summer,Paddy,Shakti,4.72–5.98,Lateritic & Red Loamy
Hebri,Summer,Paddy,Shakti,4.65–6.64,Red Loamy (Forest Brown)
Karkala,Summer,Paddy,Shakti,4.72–5.98,Lateritic & Red Loamy
Karkala,Summer,Paddy,Shakti,4.72–5.98,Lateritic & Red Loamy
Karkala,Summer,Paddy,Shakti,4.72–5.98,Lateritic & Red Loamy
Karkala,Summer,Paddy,Shakti,4.72–5.98,Lateritic & Red Loamy
Karkala,Summer,Paddy,Shakti,4.72–5.98,Lateritic & Red Loamy
Hebri,Summer,Paddy,Shakti,4.65–6.64,Red Loamy (Forest Brown)
Karkala,Summer,Paddy,Shakti,4.72–5.98,Lateritic & Red Loamy
Karkala,Summer,Paddy,Shakti,4.72–5.98,Lateritic & Red Loamy
Karkala,Summer,Paddy,CTH-1 (Mukti),4.72–5.98,Lateritic & Red Loamy
Karkala,Summer,Paddy,CTH-1 (Mukti),4.72–5.98,Lateritic & Red Loamy
Hebri,Summer,Paddy,CTH-1 (Mukti),4.65–6.64,Red Loamy (Forest Brown)
Karkala,Summer,Paddy,CTH-1 (Mukti),4.72–5.98,Lateritic & Red Loamy
Hebri,Summer,Paddy,CTH-1 (Mukti),4.65–6.64,Red Loamy (Forest Brown)
Karkala,Summer,Paddy,CTH-1 (Mukti),4.72–5.98,Lateritic & Red Loamy
Hebri,Summer,Paddy,CTH-1 (Mukti),4.65–6.64,Red Loamy (Forest Brown)
Karkala,Summer,Paddy,CTH-1 (Mukti),4.72–5.98,Lateritic & Red Loamy
Hebri,Summer,Paddy,CTH-1 (Mukti),4.65–6.64,Red Loamy (Forest Brown)
Karkala,Summer,Paddy,CTH-1 (Mukti),4.72–5.98,Lateritic & Red Loamy
Karkala,Summer,Paddy,CTH-1 (Mukti),4.72–5.98,Lateritic & Red Loamy
Karkala,Summer,Paddy,CTH-1 (Mukti),4.72–5.98,Lateritic & Red Loamy
Karkala,Summer,Paddy,CTH-1 (Mukti),4.72–5.98,Lateritic & Red Loamy
Karkala,Summer,Paddy,CTH-1 (Mukti),4.72–5.98,Lateritic & Red Loamy
Karkala,Summer,Paddy,CTH-1 (Mukti),4.72–5.98,Lateritic & Red Loamy
Karkala,Summer,Paddy,CTH-1 (Mukti),4.72–5.98,Lateritic & Red Loamy
Karkala,Summer,Paddy,CTH-1 (Mukti),4.72–5.98,Lateritic & Red Loamy
Karkala,Summer,Paddy,CTH-1 (Mukti),4.72–5.98,Lateritic & Red Loamy
Hebri,Summer,Paddy,CTH-1 (Mukti),4.65–6.64,Red Loamy (Forest Brown)
Karkala,Summer,Paddy,CTH-1 (Mukti),4.72–5.98,Lateritic & Red Loamy
Karkala,Summer,Paddy,CTH-1 (Mukti),4.72–5.98,Lateritic & Red Loamy
Karkala,Summer,Paddy,CTH-1 (Mukti),4.72–5.98,Lateritic & Red Loamy
Karkala,Summer,Paddy,CTH-1 (Mukti),4.72–5.98,Lateritic & Red Loamy
Karkala,Summer,Paddy,CTH-1 (Mukti),4.72–5.98,Lateritic & Red Loamy
Hebri,Summer,Paddy,CTH-1 (Mukti),4.65–6.64,Red Loamy (Forest Brown)
Karkala,Summer,Paddy,CTH-1 (Mukti),4.72–5.98,Lateritic & Red Loamy
Karkala,Summer,Paddy,CTH-1 (Mukti),4.72–5.98,Lateritic & Red Loamy
Karkala,Summer,Groundnut,TMV-2,4.72–5.98,Lateritic & Red Loamy
Karkala,Summer,Groundnut,TMV-2,4.72–5.98,Lateritic & Red Loamy
Hebri,Summer,Groundnut,TMV-2,4.65–6.64,Red Loamy (Forest Brown)
Karkala,Summer,Groundnut,TMV-2,4.72–5.98,Lateritic & Red Loamy
Hebri,Summer,Groundnut,TMV-2,4.65–6.64,Red Loamy (Forest Brown)
Karkala,Summer,Groundnut,TMV-2,4.72–5.98,Lateritic & Red Loamy
Hebri,Summer,Groundnut,TMV-2,4.65–6.64,Red Loamy (Forest Brown)
Karkala,Summer,Groundnut,TMV-2,4.72–5.98,Lateritic & Red Loamy
Hebri,Summer,Groundnut,TMV-2,4.65–6.64,Red Loamy (Forest Brown)
Karkala,Summer,Groundnut,TMV-2,4.72–5.98,Lateritic & Red Loamy
Karkala,Summer,Groundnut,TMV-2,4.72–5.98,Lateritic & Red Loamy
Karkala,Summer,Groundnut,TMV-2,4.72–5.98,Lateritic & Red Loamy
Karkala,Summer,Groundnut,TMV-2,4.72–5.98,Lateritic & Red Loamy
Karkala,Summer,Groundnut,TMV-2,4.72–5.98,Lateritic & Red Loamy
Karkala,Summer,Groundnut,TMV-2,4.72–5.98,Lateritic & Red Loamy
Karkala,Summer,Groundnut,TMV-2,4.72–5.98,Lateritic & Red Loamy
Karkala,Summer,Groundnut,TMV-2,4.72–5.98,Lateritic & Red Loamy
Karkala,Summer,Groundnut,TMV-2,4.72–5.98,Lateritic & Red Loamy
Hebri,Summer,Groundnut,TMV-2,4.65–6.64,Red Loamy (Forest Brown)
Karkala,Summer,Groundnut,TMV-2,4.72–5.98,Lateritic & Red Loamy
Karkala,Summer,Groundnut,TMV-2,4.72–5.98,Lateritic & Red Loamy
Karkala,Summer,Groundnut,TMV-2,4.72–5.98,Lateritic & Red Loamy
Karkala,Summer,Groundnut,TMV-2,4.72–5.98,Lateritic & Red Loamy
Karkala,Summer,Groundnut,TMV-2,4.72–5.98,Lateritic & Red Loamy
Hebri,Summer,Groundnut,TMV-2,4.65–6.64,Red Loamy (Forest Brown)
Karkala,Summer,Groundnut,TMV-2,4.72–5.98,Lateritic & Red Loamy
Karkala,Summer,Groundnut,TMV-2,4.72–5.98,Lateritic & Red Loamy
Karkala,Summer,Groundnut,DH 3-30,4.72–5.98,Lateritic & Red Loamy
Karkala,Summer,Groundnut,DH 3-30,4.72–5.98,Lateritic & Red Loamy
Hebri,Summer,Groundnut,DH 3-30,4.65–6.64,Red Loamy (Forest Brown)
Karkala,Summer,Groundnut,DH 3-30,4.72–5.98,Lateritic & Red Loamy
Hebri,Summer,Groundnut,DH 3-30,4.65–6.64,Red Loamy (Forest Brown)
Karkala,Summer,Groundnut,DH 3-30,4.72–5.98,Lateritic & Red Loamy
Hebri,Summer,Groundnut,DH 3-30,4.65–6.64,Red Loamy (Forest Brown)
Karkala,Summer,Groundnut,DH 3-30,4.72–5.98,Lateritic & Red Loamy
Hebri,Summer,Groundnut,DH 3-30,4.65–6.64,Red Loamy (Forest Brown)
Karkala,Summer,Groundnut,DH 3-30,4.72–5.98,Lateritic & Red Loamy
Karkala,Summer,Groundnut,DH 3-30,4.72–5.98,Lateritic & Red Loamy
Karkala,Summer,Groundnut,DH 3-30,4.72–5.98,Lateritic & Red Loamy
Karkala,Summer,Groundnut,DH 3-30,4.72–5.98,Lateritic & Red Loamy
Karkala,Summer,Groundnut,DH 3-30,4.72–5.98,Lateritic & Red Loamy
Karkala,Summer,Groundnut,DH 3-30,4.72–5.98,Lateritic & Red Loamy
Karkala,Summer,Groundnut,DH 3-30,4.72–5.98,Lateritic & Red Loamy
Karkala,Summer,Groundnut,DH 3-30,4.72–5.98,Lateritic & Red Loamy
Karkala,Summer,Groundnut,DH 3-30,4.72–5.98,Lateritic & Red Loamy
Hebri,Summer,Groundnut,DH 3-30,4.65–6.64,Red Loamy (Forest Brown)
Karkala,Summer,Groundnut,DH 3-30,4.72–5.98,Lateritic & Red Loamy
Karkala,Summer,Groundnut,DH 3-30,4.72–5.98,Lateritic & Red Loamy
Karkala,Summer,Groundnut,DH 3-30,4.72–5.98,Lateritic & Red Loamy
Karkala,Summer,Groundnut,DH 3-30,4.72–5.98,Lateritic & Red Loamy
Karkala,Summer,Groundnut,DH 3-30,4.72–5.98,Lateritic & Red Loamy
Hebri,Summer,Groundnut,DH 3-30,4.65–6.64,Red Loamy (Forest Brown)
Karkala,Summer,Groundnut,DH 3-30,4.72–5.98,Lateritic & Red Loamy
Karkala,Summer,Groundnut,DH 3-30,4.72–5.98,Lateritic & Red Loamy
Karkala,Summer,Vegetables,Brinjal,4.72–5.98,Lateritic & Red Loamy
Karkala,Summer,Vegetables,Brinjal,4.72–5.98,Lateritic & Red Loamy
Hebri,Summer,Vegetables,Brinjal,4.65–6.64,Red Loamy (Forest Brown)
Karkala,Summer,Vegetables,Brinjal,4.72–5.98,Lateritic & Red Loamy
Hebri,Summer,Vegetables,Brinjal,4.65–6.64,Red Loamy (Forest Brown)
Karkala,Summer,Vegetables,Brinjal,4.72–5.98,Lateritic & Red Loamy
Hebri,Summer,Vegetables,Brinjal,4.65–6.64,Red Loamy (Forest Brown)
Karkala,Summer,Vegetables,Brinjal,4.72–5.98,Lateritic & Red Loamy
Hebri,Summer,Vegetables,Brinjal,4.65–6.64,Red Loamy (Forest Brown)
Karkala,Summer,Vegetables,Brinjal,4.72–5.98,Lateritic & Red Loamy
Karkala,Summer,Vegetables,Brinjal,4.72–5.98,Lateritic & Red Loamy
Karkala,Summer,Vegetables,Brinjal,4.72–5.98,Lateritic & Red Loamy
Karkala,Summer,Vegetables,Brinjal,4.72–5.98,Lateritic & Red Loamy
Karkala,Summer,Vegetables,Brinjal,4.72–5.98,Lateritic & Red Loamy
Karkala,Summer,Vegetables,Brinjal,4.72–5.98,Lateritic & Red Loamy
Karkala,Summer,Vegetables,Brinjal,4.72–5.98,Lateritic & Red Loamy
Karkala,Summer,Vegetables,Brinjal,4.72–5.98,Lateritic & Red Loamy
Karkala,Summer,Vegetables,Brinjal,4.72–5.98,Lateritic & Red Loamy
Hebri,Summer,Vegetables,Brinjal,4.65–6.64,Red Loamy (Forest Brown)
Karkala,Summer,Vegetables,Brinjal,4.72–5.98,Lateritic & Red Loamy
Karkala,Summer,Vegetables,Brinjal,4.72–5.98,Lateritic & Red Loamy
Karkala,Summer,Vegetables,Brinjal,4.72–5.98,Lateritic & Red Loamy
Karkala,Summer,Vegetables,Brinjal,4.72–5.98,Lateritic & Red Loamy
Karkala,Summer,Vegetables,Brinjal,4.72–5.98,Lateritic & Red Loamy
Hebri,Summer,Vegetables,Brinjal,4.65–6.64,Red Loamy (Forest Brown)
Karkala,Summer,Vegetables,Brinjal,4.72–5.98,Lateritic & Red Loamy
Karkala,Summer,Vegetables,Brinjal,4.72–5.98,Lateritic & Red Loamy
Karkala,Summer,Vegetables,Chilli,4.72–5.98,Lateritic & Red Loamy
Karkala,Summer,Vegetables,Chilli,4.72–5.98,Lateritic & Red Loamy
Hebri,Summer,Vegetables,Chilli,4.65–6.64,Red Loamy (Forest Brown)
Karkala,Summer,Vegetables,Chilli,4.72–5.98,Lateritic & Red Loamy
Hebri,Summer,Vegetables,Chilli,4.65–6.64,Red Loamy (Forest Brown)
Karkala,Summer,Vegetables,Chilli,4.72–5.98,Lateritic & Red Loamy
Hebri,Summer,Vegetables,Chilli,4.65–6.64,Red Loamy (Forest Brown)
Karkala,Summer,Vegetables,Chilli,4.72–5.98,Lateritic & Red Loamy
Hebri,Summer,Vegetables,Chilli,4.65–6.64,Red Loamy (Forest Brown)
Karkala,Summer,Vegetables,Chilli,4.72–5.98,Lateritic & Red Loamy
Karkala,Summer,Vegetables,Chilli,4.72–5.98,Lateritic & Red Loamy
Karkala,Summer,Vegetables,Chilli,4.72–5.98,Lateritic & Red Loamy
Karkala,Summer,Vegetables,Chilli,4.72–5.98,Lateritic & Red Loamy
Karkala,Summer,Vegetables,Chilli,4.72–5.98,Lateritic & Red Loamy
Karkala,Summer,Vegetables,Chilli,4.72–5.98,Lateritic & Red Loamy
Karkala,Summer,Vegetables,Chilli,4.72–5.98,Lateritic & Red Loamy
Karkala,Summer,Vegetables,Chilli,4.72–5.98,Lateritic & Red Loamy
Karkala,Summer,Vegetables,Chilli,4.72–5.98,Lateritic & Red Loamy
Hebri,Summer,Vegetables,Chilli,4.65–6.64,Red Loamy (Forest Brown)
Karkala,Summer,Vegetables,Chilli,4.72–5.98,Lateritic & Red Loamy
Karkala,Summer,Vegetables,Chilli,4.72–5.98,Lateritic & Red Loamy
Karkala,Summer,Vegetables,Chilli,4.72–5.98,Lateritic & Red Loamy
Karkala,Summer,Vegetables,Chilli,4.72–5.98,Lateritic & Red Loamy
Karkala,Summer,Vegetables,Chilli,4.72–5.98,Lateritic & Red Loamy
Hebri,Summer,Vegetables,Chilli,4.65–6.64,Red Loamy (Forest Brown)
Karkala,Summer,Vegetables,Chilli,4.72–5.98,Lateritic & Red Loamy
Karkala,Summer,Vegetables,Chilli,4.72–5.98,Lateritic & Red Loamy
Karkala,Summer,Vegetables,Cucumber,4.72–5.98,Lateritic & Red Loamy
Karkala,Summer,Vegetables,Cucumber,4.72–5.98,Lateritic & Red Loamy
Hebri,Summer,Vegetables,Cucumber,4.65–6.64,Red Loamy (Forest Brown)
Karkala,Summer,Vegetables,Cucumber,4.72–5.98,Lateritic & Red Loamy
Hebri,Summer,Vegetables,Cucumber,4.65–6.64,Red Loamy (Forest Brown)
Karkala,Summer,Vegetables,Cucumber,4.72–5.98,Lateritic & Red Loamy
Hebri,Summer,Vegetables,Cucumber,4.65–6.64,Red Loamy (Forest Brown)
Karkala,Summer,Vegetables,Cucumber,4.72–5.98,Lateritic & Red Loamy
Hebri,Summer,Vegetables,Cucumber,4.65–6.64,Red Loamy (Forest Brown)
Karkala,Summer,Vegetables,Cucumber,4.72–5.98,Lateritic & Red Loamy
Karkala,Summer,Vegetables,Cucumber,4.72–5.98,Lateritic & Red Loamy
Karkala,Summer,Vegetables,Cucumber,4.72–5.98,Lateritic & Red Loamy
Karkala,Summer,Vegetables,Cucumber,4.72–5.98,Lateritic & Red Loamy
Karkala,Summer,Vegetables,Cucumber,4.72–5.98,Lateritic & Red Loamy
Karkala,Summer,Vegetables,Cucumber,4.72–5.98,Lateritic & Red Loamy
Karkala,Summer,Vegetables,Cucumber,4.72–5.98,Lateritic & Red Loamy
Karkala,Summer,Vegetables,Cucumber,4.72–5.98,Lateritic & Red Loamy
Karkala,Summer,Vegetables,Cucumber,4.72–5.98,Lateritic & Red Loamy
Hebri,Summer,Vegetables,Cucumber,4.65–6.64,Red Loamy (Forest Brown)
Karkala,Summer,Vegetables,Cucumber,4.72–5.98,Lateritic & Red Loamy
Karkala,Summer,Vegetables,Cucumber,4.72–5.98,Lateritic & Red Loamy
Karkala,Summer,Vegetables,Cucumber,4.72–5.98,Lateritic & Red Loamy
Karkala,Summer,Vegetables,Cucumber,4.72–5.98,Lateritic & Red Loamy
Karkala,Summer,Vegetables,Cucumber,4.72–5.98,Lateritic & Red Loamy
Hebri,Summer,Vegetables,Cucumber,4.65–6.64,Red Loamy (Forest Brown)
Karkala,Summer,Vegetables,Cucumber,4.72–5.98,Lateritic & Red Loamy
Karkala,Summer,Vegetables,Cucumber,4.72–5.98,Lateritic & Red Loamy
Karkala,Summer,Vegetables,Radish,4.72–5.98,Lateritic & Red Loamy
Karkala,Summer,Vegetables,Radish,4.72–5.98,Lateritic & Red Loamy
Hebri,Summer,Vegetables,Radish,4.65–6.64,Red Loamy (Forest Brown)
Karkala,Summer,Vegetables,Radish,4.72–5.98,Lateritic & Red Loamy
Hebri,Summer,Vegetables,Radish,4.65–6.64,Red Loamy (Forest Brown)
Karkala,Summer,Vegetables,Radish,4.72–5.98,Lateritic & Red Loamy
Hebri,Summer,Vegetables,Radish,4.65–6.64,Red Loamy (Forest Brown)
Karkala,Summer,Vegetables,Radish,4.72–5.98,Lateritic & Red Loamy
Hebri,Summer,Vegetables,Radish,4.65–6.64,Red Loamy (Forest Brown)
Karkala,Summer,Vegetables,Radish,4.72–5.98,Lateritic & Red Loamy
Karkala,Summer,Vegetables,Radish,4.72–5.98,Lateritic & Red Loamy
Karkala,Summer,Vegetables,Radish,4.72–5.98,Lateritic & Red Loamy
Karkala,Summer,Vegetables,Radish,4.72–5.98,Lateritic & Red Loamy
Karkala,Summer,Vegetables,Radish,4.72–5.98,Lateritic & Red Loamy
Karkala,Summer,Vegetables,Radish,4.72–5.98,Lateritic & Red Loamy
Karkala,Summer,Vegetables,Radish,4.72–5.98,Lateritic & Red Loamy
Karkala,Summer,Vegetables,Radish,4.72–5.98,Lateritic & Red Loamy
Karkala,Summer,Vegetables,Radish,4.72–5.98,Lateritic & Red Loamy
Hebri,Summer,Vegetables,Radish,4.65–6.64,Red Loamy (Forest Brown)
Karkala,Summer,Vegetables,Radish,4.72–5.98,Lateritic & Red Loamy
Karkala,Summer,Vegetables,Radish,4.72–5.98,Lateritic & Red Loamy
Karkala,Summer,Vegetables,Radish,4.72–5.98,Lateritic & Red Loamy
